id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price
36919164,,173784603,Naoto                                                 ,Suginami Ku         ,35.70569610595703,139.6470184326172,Entire home/apt ,26429
36920159,,275205512,Randor                                                ,Katsushika Ku       ,35.74252,139.83409,Entire home/apt ,17302
36922439,,275205512,Randor                                                ,Katsushika Ku       ,35.74431,139.83342,Entire home/apt ,17302
36923235,RC201 / Best location! Max 6ppl                                                                               ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78335,139.66718,Entire home/apt ,9600
36923405,RC302 / Best location Max 6ppl                                                                                ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78411,139.6667,Entire home/apt ,10083
36923567,,275205512,Randor                                                ,Katsushika Ku       ,35.74453,139.83428,Entire home/apt ,17302
36923821,RC208/ Best location Max 6ppl                                                                                 ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78548,139.66695,Entire home/apt ,10083
36926425,RC207 / Best location  Max 8ppl                                                                               ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78504,139.66659,Entire home/apt ,10083
36927596,RC206 / Best location Max 8ppl                                                                                ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78354,139.66656,Entire home/apt ,10083
36949857,,210199913,Satoru                                                ,Sumida Ku           ,35.70331,139.81247,Entire home/apt ,14857
37018324,,278332086,Yoshi                                                 ,Taito Ku            ,35.70526,139.7822,Entire home/apt ,11729
37029572,,122932651,Hiroko                                                ,Shinjuku Ku         ,35.70238,139.70195,Entire home/apt ,15000
37063861,Nishi-Ogikubo 1 Bedroom Studio Type-C 6F                                                                      ,18776800,,Suginami Ku         ,35.70433,139.59883,Entire home/apt ,17714
37064174,Ui GUEST HOUSE - Eco ROOM                                                                                     ,188451168,Kaneda                                                ,Shinjuku Ku         ,35.72451440838356,139.67792019652043,Private room    ,4680
37072007,,275169825,,Taito Ku            ,35.70591,139.77422,Private room    ,6057
37097791,"[Rurban-202] Near Shinjyuku, GHIBLI Mus!!                                                                   ",44129333,Yuichi                                                ,Suginami Ku         ,35.70494,139.59808,Entire home/apt ,9000
37104805,,145335716,Kano                                                  ,Itabashi Ku         ,35.74318,139.69362,Private room    ,7143
37131368,,49919250,Ryouko&Yosuke                                         ,Shinjuku Ku         ,35.69412,139.69571,Entire home/apt ,57143
37142473,,118653711,Erina                                                 ,Edogawa Ku          ,35.66389,139.87122,Entire home/apt ,16725
37143504,,118653711,Erina                                                 ,Edogawa Ku          ,35.66355,139.86975,Entire home/apt ,16725
37185693,,279880956,Jomira                                                ,Sumida Ku           ,35.73092,139.81711,Entire home/apt ,23943
37207671,,239039240,,Toshima Ku          ,35.73476,139.70972,Entire home/apt ,10571
37208471,,239039240,,Toshima Ku          ,35.73666,139.70967,Entire home/apt ,10000
37233365,SHINJUKU Great located Private Mansion [Free WiFi]                                                            ,262399431,Yuko                                                  ,Shinjuku Ku         ,35.69766,139.69778,Entire home/apt ,11143
37239863,Modern 20m2 Room 1 min from Higashi-Shinjuku St                                                               ,111483837,Seiji                                                 ,Shinjuku Ku         ,35.69873,139.707,Entire home/apt ,14786
37253894,,271108573,Nanbu                                                 ,Ota Ku              ,35.5482,139.7467,Private room    ,7200
37258887,,254667806,,Shinjuku Ku         ,35.69982,139.70387,Entire home/apt ,14057
37258889,,254667806,,Shinjuku Ku         ,35.69971,139.70364,Entire home/apt ,14057
37291739,,39969626,Yuna Soon                                             ,Adachi Ku           ,35.78215,139.78005,Entire home/apt ,22500
37295844,"Roomy and Cozy Apt near Asakusa ,2minSTA +WiFi                                                              ",274942369,,Taito Ku            ,35.69864,139.78798,Entire home/apt ,32457
37301037,10 min Asakusa Sta/Nearly Asakusa & Ueno/#402                                                                 ,225502231,Akemi                                                 ,Taito Ku            ,35.71693,139.79835,Entire home/apt ,19257
37328284,Modern & Traditional Condo @ Asakusa                                                                          ,277300958,Adrien                                                ,Taito Ku            ,35.71851,139.79765,Entire home/apt ,133000
37333865,,280806666,,Shinjuku Ku         ,35.68604,139.68851,Private room    ,11429
37339582,Shinjuku | Designer 3BR House | Family friendly                                                               ,4626879,Tracey                                                ,Shinjuku Ku         ,35.68384,139.68924,Entire home/apt ,39363
37339877,Monthly Rentals Apt. Near Kagurazaka Area 10F                                                                 ,233431144,Asako                                                 ,Shinjuku Ku         ,35.70054,139.72267,Entire home/apt ,24571
37401769,RetoroBB201 Hamura0.6/Yokota1.5mi 2p ~12 Riverside                                                            ,38919757,Max Masaking                                          ,Hamura Shi          ,35.750341220674315,139.3139993974514,Entire home/apt ,5400
37404176,201#3min walk near station/ UenoPark#Wifi                                                                     ,16894613,Mieca                                                 ,Taito Ku            ,35.72063,139.78226,Entire home/apt ,8943
37433202,,33947232,Ko                                                    ,Shibuya Ku          ,35.65317,139.71035,Entire home/apt ,21026
37440377,GS101/ShinJuku(shinookubo)*Free Wi-Fi*                                                                        ,270442113,ShinjukuGlobal                                        ,Shinjuku Ku         ,35.70438,139.69925,Entire home/apt ,13800
37460746,New 16ppl Ueno Asakusa Akihabara 1 min station                                                                ,49376551,Takashi                                               ,Arakawa Ku          ,35.73576,139.77529,Entire home/apt ,30643
37466156,SALE! New APT for 2 near Ikebukuro. FREE WIFI.                                                                ,63555272,Andrea                                                ,Toshima Ku          ,35.73489,139.72595,Entire home/apt ,10000
37473172,GS102/ShinJuku(shinookubo)*Free Wi-Fi*                                                                        ,270442113,ShinjukuGlobal                                        ,Shinjuku Ku         ,35.70434,139.70147,Entire home/apt ,13800
37475833,GS202/ShinJuku(shinookubo)*Free Wi-Fi*                                                                        ,270442113,ShinjukuGlobal                                        ,Shinjuku Ku         ,35.70336,139.69943,Entire home/apt ,13800
37481598,3min to Asakusa by train;4min to Skytree by walk                                                              ,189502014,,Sumida Ku           ,35.71188,139.81703,Entire home/apt ,11857
37499910,,273481447,BaoRong                                               ,Taito Ku            ,35.72167,139.80021,Private room    ,4286
37502787,GS301/ShinJyuku(shinookubo)*Free Wi-Fi*                                                                       ,270442113,ShinjukuGlobal                                        ,Shinjuku Ku         ,35.70265,139.69975,Entire home/apt ,17686
37514720,SG HOUSE Tokyo Ota RoomA /Zoshiki station 2minute                                                             ,283157058,YUMIKO&YASUTAKA(Yas)                                  ,Ota Ku              ,35.55105,139.71376,Entire home/apt ,12390
37517369,,104594401,Uenopanda Guesthouse                                  ,Taito Ku            ,35.70998,139.78142,Entire home/apt ,33000
37537832,,283508060,Takuya                                                ,Sumida Ku           ,35.70937,139.80733,Entire home/apt ,23100
37538240,,279004837,Sport                                                 ,Edogawa Ku          ,35.70573,139.84359,Entire home/apt ,11729
37538954,,279004837,Sport                                                 ,Edogawa Ku          ,35.70364,139.84376,Entire home/apt ,11943
37540236,,279004837,Sport                                                 ,Edogawa Ku          ,35.7057,139.84395,Entire home/apt ,11729
37546458,Tokyo Shinichi House A                                                                                        ,58779941,,Adachi Ku           ,35.78217,139.76092,Private room    ,9800
37551731,Tokyo Shinichi houseB                                                                                         ,58779941,,Adachi Ku           ,35.78089,139.76248,Private room    ,9800
37555248,401#3min walk near station/ UenoPark#Wifi                                                                     ,16894613,Mieca                                                 ,Taito Ku            ,35.71966,139.78224,Private room    ,10000
37572342,,280806666,,Shinjuku Ku         ,35.68789,139.68686,Private room    ,11429
37577339,,230910892,Risa & Kei                                            ,Shinjuku Ku         ,35.69636,139.70585,Entire home/apt ,12143
37579474,,230910892,Risa & Kei                                            ,Shinjuku Ku         ,35.69627,139.70617,Entire home/apt ,16571
37580762,,230910892,Risa & Kei                                            ,Shinjuku Ku         ,35.69815,139.70588,Entire home/apt ,15929
37581553,,230910892,Risa & Kei                                            ,Shinjuku Ku         ,35.69738,139.70748,Entire home/apt ,14657
37582160,,230910892,Risa & Kei                                            ,Shinjuku Ku         ,35.69624,139.70694,Entire home/apt ,10914
37585786,Cozy StayShared Room MAX                                                                                      ,281990140,,Arakawa Ku          ,35.73328,139.78113,Shared room     ,4000
37586137,Cozy StayShared Room2F-A/B                                                                                    ,281990140,,Arakawa Ku          ,35.73436361180607,139.78004146963465,Shared room     ,24000
37587973,"Haneda Airport(HND) 6 min by train, Twin room!#101                                                          ",139071677,Minako                                                ,Ota Ku              ,35.553673,139.735477,Entire home/apt ,15907
37589313,"Haneda Airport(HND) 6 min by train, twin room!#201                                                          ",139071677,Minako                                                ,Ota Ku              ,35.553673,139.735477,Entire home/apt ,15907
37589713,"Haneda Airport(HND) 6 min by train, twin room!#202                                                          ",139071677,Minako                                                ,Ota Ku              ,35.553673,139.735477,Entire home/apt ,16029
37602893,"Hiking base, 1LDK with a car park.                                                                          ",22792928,Hiroki                                                ,Hachioji Shi        ,35.63724,139.31107,Private room    ,5000
37604832,,284121614,,Setagaya Ku         ,35.61987,139.64272,Entire home/apt ,23429
37605681,"WEB HOTEL, Single Room [No Smoking][Eco Plan]                                                               ",192419150,Web                                                   ,Taito Ku            ,35.69706,139.78751,Hotel room      ,10486
37607411,Airport pickup arrange/WiFi/N-house/NHAB                                                                      ,129096261,Chisaki                                               ,Kita Ku             ,35.786381,139.719193,Entire home/apt ,22981
37608825,Premier suite Shinjuku West 2F/A107                                                                           ,204098414,,Nakano Ku           ,35.69085,139.67529,Entire home/apt ,90000
37618384,,280806666,,Shinjuku Ku         ,35.68735,139.68679,Private room    ,11429
37625398,2mins to Komagome/Easy to Shinjuku&Tokyo Sta by JR                                                            ,70438155,MingJuan                                              ,Kita Ku             ,35.73727,139.75073,Entire home/apt ,34129
37636988,,94743304,,Toshima Ku          ,35.73086770605481,139.7054240783607,Entire home/apt ,54286
37637349,,280806666,,Shinjuku Ku         ,35.68777,139.68887,Private room    ,11429
37643074,"Haneda Airport(HND) 6 min by train, Single#203                                                              ",139071677,Minako                                                ,Ota Ku              ,35.553673,139.735477,Entire home/apt ,14207
37643690,"Haneda Airport(HND) 6 min by train, Twin room!#102                                                          ",139071677,Minako                                                ,Ota Ku              ,35.553673,139.735477,Entire home/apt ,15907
37663536,,333477516,Haruko                                                ,Kita Ku             ,35.74224,139.72537,Private room    ,6000
37665194,601/Shinjuku 5 mins/Shibuya/36 m2/5 min to metro                                                              ,127439625,Tatsuhiro                                             ,Nakano Ku           ,35.69762054040776,139.66471126530925,Entire home/apt ,22000
37667914,,150299734,Minami                                                ,Chiyoda Ku          ,35.70482,139.77239,Private room    ,7414
37677479,,150299734,Minami                                                ,Taito Ku            ,35.7028,139.77448,Private room    ,5143
37677930,,150299734,Minami                                                ,Taito Ku            ,35.70468,139.77436,Private room    ,4343
37678227,,150299734,Minami                                                ,Taito Ku            ,35.70481,139.77426,Private room    ,6114
37685005,,280578369,Resort99                                              ,Minato Ku           ,35.65778,139.73306,Entire home/apt ,19000
37690809,Single Pod with Window @ 1 min from Asakusa Sta.                                                              ,160644380,Erika                                                 ,Taito Ku            ,35.70933532714844,139.79721069335938,Hotel room      ,7000
37740030,"Akihabara 11 min by train, Tokyo Station 18 min                                                             ",123539754,Akira                                                 ,Edogawa Ku          ,35.70951,139.84728,Entire home/apt ,18714
37752567,Ikebukuro 9 mins /Tworooms/JR 9 min to shinjuku                                                               ,219636782,Yuka                                                  ,Toshima Ku          ,35.73109,139.70234,Entire home/apt ,19829
37755449,Youtube Netflix/Walk 5min/Airport/Tokyo 13min                                                                 ,285537452,Takara House                                          ,Katsushika Ku       ,35.71771,139.86451,Entire home/apt ,36643
37756818,Month 6min Akabane stiation/max 6 guests #203                                                                 ,253559407,Eri                                                   ,Kita Ku             ,35.77276,139.71958,Entire home/apt ,11000
37784295,Japanese style residence near Skytree & Asakusa                                                               ,70333257,Amy                                                   ,Sumida Ku           ,35.729,139.82345,Private room    ,11714
37788778,,199040778,,Itabashi Ku         ,35.75029,139.71361,Entire home/apt ,8088
37811444,Shinjuku /Kagurazaka 3 min sta. /3 BR/13 ppl                                                                  ,6648140,Tatsuhiko & Yuka                                      ,Shinjuku Ku         ,35.70827,139.73597,Entire home/apt ,36737
37811814,,286188033,Arabella                                              ,Shinjuku Ku         ,35.69961,139.70539,Private room    ,9766
37814861,,84648516,Paul                                                  ,Taito Ku            ,35.70858,139.77891,Entire home/apt ,28000
37817270,"Near Shinjuku,1min walk from Higashinakano sta,301                                                          ",173962342,Akihiro                                               ,Nakano Ku           ,35.70679,139.68494,Entire home/apt ,21446
37818876,GS302/ShinJuku(shinookubo)*Free Wi-Fi*                                                                        ,270442113,ShinjukuGlobal                                        ,Shinjuku Ku         ,35.70294,139.69957,Entire home/apt ,17686
37824696,,116456984,Tzuting                                               ,Toshima Ku          ,35.73908,139.72717,Entire home/apt ,19800
37845548,,229005794,Meihuan                                               ,Toshima Ku          ,35.73303,139.71522,Entire home/apt ,10857
37863968,Private room Shinjuku area                                                                                    ,56653460,Taku                                                  ,Nakano Ku           ,35.69339,139.67708,Private room    ,6500
37880175,,286925159,Kyoko                                                 ,Meguro Ku           ,35.64097,139.6892,Private room    ,10000
37886033,Newly opened hotel-style t suite  Subway 3 minutes                                                            ,286188033,Arabella                                              ,Shinjuku Ku         ,35.69926,139.70564,Private room    ,9882
37886206,Newly opened hotel-style t suite  Subway 3 minutes                                                            ,286188033,Arabella                                              ,Shinjuku Ku         ,35.69953,139.70647,Private room    ,10342
37887232,rufre ebisu 302                                                                                               ,287002575,,Shibuya Ku          ,35.64801,139.71989,Entire home/apt ,18315
37889936,1LDK/2 mins walk fr JR Shinokubo Station DoMo SF07                                                            ,30324135,DoMo                                                  ,Shinjuku Ku         ,35.7016,139.69618,Entire home/apt ,30571
37899494,Ueno Iriya 4F Private APT/Iriya station 1 minute                                                              ,73463626,Feng                                                  ,Taito Ku            ,35.72064,139.78565,Entire home/apt ,19977
37927178,6 minutes JR Ikebukuro Station WI-FI widespace101                                                             ,135748714,Takeshi And Mika                                      ,Toshima Ku          ,35.73533,139.70416,Entire home/apt ,12000
37929867,6min HND airport/7min Sta./2Toilet/Wi-Fi                                                                      ,59551877,Harvey & Lei                                          ,Ota Ku              ,35.56186,139.72942,Entire home/apt ,26714
37953444,,287730845,,Shinjuku Ku         ,35.7002,139.70093,Hotel room      ,14857
37954741,media complex building 601                                                                                    ,287699302,Nana                                                  ,Itabashi Ku         ,35.75038,139.71106,Entire home/apt ,19534
37955571,,280578369,Resort99                                              ,Minato Ku           ,35.65768,139.73311,Entire home/apt ,23000
37956536,,280578369,Resort99                                              ,Minato Ku           ,35.65768,139.73311,Entire home/apt ,23000
37975765,6Beds/ 3minShinjuku1minmetro/ Pocket wi-fi                                                                    ,115432704,,Shinjuku Ku         ,35.691589,139.7235419,Entire home/apt ,35829
37976615,,169212180,,Sumida Ku           ,35.70423,139.80183,Entire home/apt ,8114
37977290,,169212180,,Sumida Ku           ,35.70427,139.80185,Hotel room      ,5743
37977936,,286899472,,Itabashi Ku         ,35.77159,139.694,Entire home/apt ,9429
37979200,"""WabiSabi"" house Room1/1 bed/Skytree view/Asakusa/                                                        ",25098992,Tetsuya                                               ,Sumida Ku           ,35.73526,139.82014,Private room    ,8286
37980052,"""WabiSabi"" house/3 beds/Asakusa/Skytree/                                                                  ",25098992,Tetsuya                                               ,Sumida Ku           ,35.73741,139.81886,Private room    ,20000
37980223,Takamatsu 101 / 1 stop from Ikebukuro Station                                                                 ,128821251,Akira                                                 ,Toshima Ku          ,35.737870968854494,139.70164619691553,Private room    ,4674
37982698,,112037524,Kousin                                                ,Sumida Ku           ,35.715617,139.8074128,Entire home/apt ,47143
38004357,,150299734,Minami                                                ,Chiyoda Ku          ,35.70507,139.77273,Private room    ,6571
38004629,,150299734,Minami                                                ,Taito Ku            ,35.70352,139.77412,Private room    ,4871
38004896,,150299734,Minami                                                ,Chiyoda Ku          ,35.7032,139.77256,Private room    ,6043
38007718,Studio/1F/4ppl/6min sta/Early check-in late out OK                                                            ,288314899,Kaoru                                                 ,Taito Ku            ,35.7045,139.77965,Entire home/apt ,32714
38009310,Studio/4ppl/6min sta./Free early check-in late out                                                            ,288314899,Kaoru                                                 ,Taito Ku            ,35.70394,139.77981,Entire home/apt ,32714
38009459,Studio/5F/4ppl/6min sta/Early check-in late out OK                                                            ,288314899,Kaoru                                                 ,Taito Ku            ,35.70476,139.77973,Entire home/apt ,32714
38012911,,197268556,Heyao                                                 ,Toshima Ku          ,35.73845,139.70896,Entire home/apt ,12489
38015284,,197268556,Heyao                                                 ,Toshima Ku          ,35.73635,139.70852,Entire home/apt ,12617
38050430,,197268556,Heyao                                                 ,Toshima Ku          ,35.73832,139.70713,Entire home/apt ,8297
38051820,RC202 / Best location/Max 6ppl                                                                                ,274654435,Kouichi                                               ,Itabashi Ku         ,35.78554,139.66818,Entire home/apt ,9885
38052249,,197268556,Heyao                                                 ,Toshima Ku          ,35.73786,139.70719,Entire home/apt ,9545
38072797,EasyAccess to Shinjuku&Akihabara                                                                              ,6378336,Haru                                                  ,Edogawa Ku          ,35.69893,139.9072,Entire home/apt ,19074
38076247,Haneda Homestay. Double room.                                                                                 ,40468635,Clint                                                 ,Ota Ku              ,35.55261,139.73472,Private room    ,5000
38078215,Monthly Renovated House/2BR/Wi-Fi                                                                             ,6378336,Haru                                                  ,Katsushika Ku       ,35.74649,139.83198,Entire home/apt ,21335
38104698,Monthly Rental 3BR/Shirokane/Shibuya/Roppongi                                                                 ,16188418,Ken                                                   ,Minato Ku           ,35.64433,139.73712,Entire home/apt ,26240
38105284,,289269252,,Setagaya Ku         ,35.64233,139.62744,Entire home/apt ,6243
38108138,Shinjuku/Kagurazaka 3 min sta./3BR                                                                            ,6648140,Tatsuhiko & Yuka                                      ,Shinjuku Ku         ,35.70649,139.73544,Entire home/apt ,30591
38110680,"Near Shinjuku,1min walk from Higashinakano sta,201                                                          ",173962342,Akihiro                                               ,Nakano Ku           ,35.70679,139.68494,Entire home/apt ,19001
38111853,Amazing location Neighbouring Tokyo Skytree                                                                   ,289324961,Seki                                                  ,Sumida Ku           ,35.70587,139.81073,Entire home/apt ,14777
38113230,Real Life Meguro River Fancy 1BR 4Pax Shibuya                                                                 ,211851828,Paul                                                  ,Setagaya Ku         ,35.64935,139.68154,Hotel room      ,28129
38133385,,289325361,,Taito Ku            ,35.71314,139.789376,Entire home/apt ,43614
38178010,Real Life Meguro River Superb 2BR 6Pax Shibuya                                                                ,211851828,Paul                                                  ,Setagaya Ku         ,35.64906,139.68362,Hotel room      ,40928
38182881,"Near Shinjuku,1min walk from Higashinakano sta,102                                                          ",173962342,Akihiro                                               ,Nakano Ku           ,35.70679,139.68494,Entire home/apt ,12236
38182912,"Near Shinjuku,1min walk from Higashinakano sta,101                                                          ",173962342,Akihiro                                               ,Nakano Ku           ,35.70679,139.68494,Entire home/apt ,12643
38194283,,290233402,,Sumida Ku           ,35.70456,139.80272,Entire home/apt ,35643
38201355,,290270909,Plays                                                 ,Shibuya Ku          ,35.68599,139.6792,Entire home/apt ,29441
38202761,Matsuri Loft House 1 stop to Shinjuku!                                                                        ,290060837,Yusuke                                                ,Shibuya Ku          ,35.67947,139.68068,Entire home/apt ,43714
38203819,Shinjuku8mins_UnlimitedNet+PocketWIFI/RY22                                                                    ,270052487,Mika                                                  ,Shibuya Ku          ,35.682575751966894,139.7000923178838,Entire home/apt ,21857
38210242,2mins to Sta./Direct to Shinjuku/Compact Twin #105                                                            ,290344657,Toshi                                                 ,Nakano Ku           ,35.69696,139.66954,Entire home/apt ,11429
38218015,,289269252,,Setagaya Ku         ,35.64174,139.62758,Entire home/apt ,5900
38219144,Tokyo Shinjuku Yotsuya Cozy Studio w/ WiFi (Y203)                                                             ,271192264,Tenjin                                                ,Shinjuku Ku         ,35.68964,139.72812,Entire home/apt ,10786
38224427,Tokyo Vintage Designer's house : 11 min to Haneda                                                             ,187036559,Mizuki                                                ,Ota Ku              ,35.57621,139.73377,Entire home/apt ,8500
38248569,,33960674,Yuka                                                  ,Ota Ku              ,35.54861,139.74645,Shared room     ,7286
38268619,,273683937,HOTEL TAVINOS Hamamatsucho                            ,Minato Ku           ,35.65499,139.76212,Private room    ,14400
38268855,,273683937,HOTEL TAVINOS Hamamatsucho                            ,Minato Ku           ,35.65499,139.76212,Private room    ,14400
38298407,,274793900,Miki                                                  ,Shinjuku Ku         ,35.70465,139.73329,Entire home/apt ,32694
38298427,10 min Asakusa Sta.!!/Nearly Asakusa & Ueno/#303                                                              ,225502231,Akemi                                                 ,Taito Ku            ,35.71725,139.80011,Entire home/apt ,20400
38306894,,68328352,Midori                                                ,Shinjuku Ku         ,35.70522,139.69566,Entire home/apt ,87457
38307724,,68328352,Midori                                                ,Shinjuku Ku         ,35.70298,139.69439,Entire home/apt ,38000
38311477,,93981980,Takumi                                                ,Toshima Ku          ,35.73317,139.73161,Entire home/apt ,15684
38328971,,287730845,,Shinjuku Ku         ,35.70013,139.70113,Private room    ,15686
38328972,,287730845,,Shinjuku Ku         ,35.69988,139.70145,Entire home/apt ,16714
38328975,,287730845,,Shinjuku Ku         ,35.70033,139.70256,Hotel room      ,16143
38328976,,287730845,,Shinjuku Ku         ,35.70049,139.70063,Entire home/apt ,15686
38328979,,287730845,,Shinjuku Ku         ,35.70012,139.70245,Private room    ,15686
38328981,,287730845,,Shinjuku Ku         ,35.69987,139.70285,Hotel room      ,17743
38331705,,154507729,,Kita Ku             ,35.7767601,139.7169598,Entire home/apt ,8571
38331734,,287730845,,Shinjuku Ku         ,35.69964,139.70126,Hotel room      ,15857
38331794,,287730845,,Shinjuku Ku         ,35.70167,139.70263,Hotel room      ,16786
38333218,,286925159,Kyoko                                                 ,Meguro Ku           ,35.64114,139.69103,Private room    ,10000
38337571,Lovely modern apartment 1min to metro Sta #102                                                                ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69736,139.70737,Entire home/apt ,16286
38338255,Lively 1LDK apartment 1min to metro Sta. #201                                                                 ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69732,139.70623,Entire home/apt ,18240
38338386,Refreshing modern apartment 1min to metro Sta.#202                                                            ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69847,139.70584,Entire home/apt ,16286
38338516,Bright modern apartment 1min to metro Sta. #203                                                               ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.6975,139.70812,Entire home/apt ,14143
38338641,bucolic apartment 1min to metro Sta.#301                                                                      ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69747,139.70614,Entire home/apt ,16286
38338739,Homey modern apartment 1min to metro Sta.#302                                                                 ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69727,139.70671,Entire home/apt ,16286
38338852,Friendly modern apartment 1min to metro Sta.#303                                                              ,289980345,Reiko                                                 ,Shinjuku Ku         ,35.69779,139.70602,Entire home/apt ,16286
38339616,,267829517,,Taito Ku            ,35.71162,139.79155,Shared room     ,84286
38340033,Asakusa_Best Location/Max10p/2mins to Sensoji_K18                                                             ,90411373,Kei                                                   ,Taito Ku            ,35.714,139.79838,Entire home/apt ,61128
38362257,,275916556,,Nakano Ku           ,35.706367,139.672775,Entire home/apt ,8680
38362644,,275916556,,Nakano Ku           ,35.706318,139.673019,Entire home/apt ,9294
38362673,,275916556,,Nakano Ku           ,35.706291,139.672867,Entire home/apt ,7280
38362721,,275916556,,Nakano Ku           ,35.706371,139.672852,Entire home/apt ,6551
38363980,Shinjuku Simple Private Double Bed Room/Free WiFi                                                             ,144246778,BIG House                                             ,Shinjuku Ku         ,35.7038,139.69522,Entire home/apt ,6143
38365243,,292115979,,Taito Ku            ,35.72091,139.78868,Entire home/apt ,20904
38370631,Shinjuku Double Bed Room/Perfect Access Okubo2min                                                             ,144246778,BIG House                                             ,Shinjuku Ku         ,35.7022,139.69697,Entire home/apt ,6143
38372207,Unique flat Secret Garden in Shinjuku / Free WiFi                                                             ,144246778,BIG House                                             ,Shinjuku Ku         ,35.69942,139.70796,Entire home/apt ,6657
38376151,3min to Asakusa by train;4min to Skytree by walk                                                              ,189502014,,Sumida Ku           ,35.71248179534947,139.81563955097258,Entire home/apt ,11057
38385231,#203/ikebukuro/Sinjuku/Free W-IFI/Max 7 Guests                                                                ,283490443,Jack                                                  ,Toshima Ku          ,35.72409,139.69196,Entire home/apt ,19114
38385253,,283490443,Jack                                                  ,Toshima Ku          ,35.72506,139.69112,Entire home/apt ,18657
38416292,,292115979,,Taito Ku            ,35.71889,139.79041,Entire home/apt ,17475
38417505,,292767295,Ken                                                   ,Suginami Ku         ,35.70593,139.64816,Entire home/apt ,16286
38420297,Huge TV with Nintendo switch and Netflix                                                                      ,292789027,Tamanoi                                               ,Sumida Ku           ,35.7286,139.82185,Entire home/apt ,13000
38441366,Monzen-Nakacho station Etchujima station / Max6ppl                                                            ,293038657,Eric                                                  ,Koto Ku             ,35.66751480102539,139.79751586914062,Entire home/apt ,20022
38442683,,247542665,Sayoko                                                ,Shinagawa Ku        ,35.6149,139.72476,Entire home/apt ,12986
38442980,Monzen-Nakacho station .Etchujiama station                                                                    ,293038657,Eric                                                  ,Koto Ku             ,35.66751480102539,139.79751586914062,Entire home/apt ,15487
38443776,Monzen-Nakacho station Etchujima station / Max6ppl                                                            ,293038657,Eric                                                  ,Koto Ku             ,35.66751480102539,139.79751586914062,Entire home/apt ,18036
38443930,Japanese room | 10min to Skytree and Asakusa                                                                  ,292789027,Tamanoi                                               ,Sumida Ku           ,35.72724,139.82038,Entire home/apt ,16714
38450457,,46798822,,Toshima Ku          ,35.736416,139.748009,Entire home/apt ,8200
38450774,,46798822,,Toshima Ku          ,35.736416,139.748004,Entire home/apt ,8000
38464428,,292115979,,Taito Ku            ,35.72036,139.79036,Entire home/apt ,20904
38469229,,292115979,,Taito Ku            ,35.72077,139.78963,Entire home/apt ,24333
38471274,,292115979,,Taito Ku            ,35.72074,139.78898,Entire home/apt ,17229
38471798,,292115979,,Taito Ku            ,35.71869,139.79004,Entire home/apt ,25475
38471974,K-style 201 The Nearest sta. 4mins walk                                                                       ,293219732,Unito                                                 ,Koto Ku             ,35.69777,139.83073,Entire home/apt ,11300
38472200,Ichiyu-Louis Stage Iriya#702                                                                                  ,292115979,,Taito Ku            ,35.71943,139.79024,Entire home/apt ,20904
38472452,Ichiyu-Louis Stage Iriya#701                                                                                  ,292115979,,Taito Ku            ,35.71878,139.79029,Entire home/apt ,20904
38472915,Ichiyu-Louis Stage Iriya#702                                                                                  ,292115979,,Taito Ku            ,35.71899,139.78956,Entire home/apt ,20904
38473401,K-style 203 The Nearest sta. 4mins walk                                                                       ,293219732,Unito                                                 ,Koto Ku             ,35.69836,139.82899,Entire home/apt ,11300
38495611,,278332086,Yoshi                                                 ,Taito Ku            ,35.70429,139.78154,Entire home/apt ,12547
38495856,,278332086,Yoshi                                                 ,Taito Ku            ,35.70608,139.77993,Entire home/apt ,10419
38501554,,71920606,Heyao                                                 ,Toshima Ku          ,35.73788,139.70726,Entire home/apt ,8635
38502944,,71920606,Heyao                                                 ,Toshima Ku          ,35.73774,139.70732,Entire home/apt ,11527
38512291,Cozy Home with 2Bed Room+2Toilet+Mini Kitchen                                                                 ,288778814,Mie                                                   ,Sumida Ku           ,35.7303,139.82456,Entire home/apt ,16343
38527544,Close to Ikebukuro St/MAX 6ppl/Free WIFI                                                                      ,202919349,,Toshima Ku          ,35.7345,139.71822,Entire home/apt ,22232
38529665,"Shinjuku Direct, 5-Minute Station, Free WiFi                                                                ",224529223,Hanako                                                ,Kita Ku             ,35.76561,139.72323,Entire home/apt ,44241
38535180,K-style 301 The Nearest sta. 4mins walk                                                                       ,293219732,Unito                                                 ,Koto Ku             ,35.69861,139.83082,Entire home/apt ,14843
38536853,K-style 303 The Nearest sta. 4mins walk                                                                       ,293219732,Unito                                                 ,Koto Ku             ,35.69958,139.82918,Entire home/apt ,16429
38537291,K-style 401 The Nearest sta. 4mins walk                                                                       ,293219732,Unito                                                 ,Koto Ku             ,35.69952,139.82909,Entire home/apt ,15714
