id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price
8995712,3 min from Sta. Ueno Park 10min walk! #201                                                                    ,46674978,Namio                                                 ,Taito Ku            ,35.71968,139.7652,Entire home/apt ,15000
9006622,"Licensed LM101,2min Oyama 3stop Ikebukuro 9th Year                                                          ",22193183,Kyoko                                                 ,Itabashi Ku         ,35.74763107299805,139.70321655273438,Entire home/apt ,12286
9036683,2 min. to Asakusa line - Quiet area                                                                           ,47063863,Masa                                                  ,Ota Ku              ,35.59621,139.70935,Entire home/apt ,6144
9081390,"Central Tokyo, 2min  Station                                                                                ",44607845,Shin                                                  ,Shinjuku Ku         ,35.68732452392578,139.72152709960938,Entire home/apt ,22337
9096540,2baths/2Toilets /Garden House /One stop Shinjuku                                                              ,43855091,Rumika                                                ,Shibuya Ku          ,35.68160629272461,139.68045043945312,Entire home/apt ,41429
9158327,Oshiage sta 3min / Near SkyTree&Aakusa  Free wifi                                                             ,43721134,Shio                                                  ,Sumida Ku           ,35.70672,139.81335,Entire home/apt ,17571
9163537,"Licensed LM202,2min Oyama 3stop Ikebukuro 9th Year                                                          ",22193183,Kyoko                                                 ,Itabashi Ku         ,35.74768829345703,139.70339965820312,Entire home/apt ,11357
9176301,Max6ppl 2BR 6 stops away from Asakusa and SkyTree                                                             ,12353736,Takano                                                ,Katsushika Ku       ,35.73541,139.85059,Entire home/apt ,15657
9206226,Dormitory for women                                                                                           ,46900709,Grapehouse Koenji                                     ,Nakano Ku           ,35.71019,139.64929,Shared room     ,4114
9220482,"Simple Cozy Studio Apt, 2 Stops to Shinjuku (#6)                                                            ",36396507,Yuka                                                  ,Shibuya Ku          ,35.67692,139.68061,Private room    ,11786
9239019,SHINJUKU W Fuji House Great VALUE * 2rms 2baths *                                                             ,10986553,Veronica                                              ,Suginami Ku         ,35.69144,139.66396,Entire home/apt ,14247
9280298,"Quiet, sunny and clean studio at 4min Ebisu                                                                 ",48192801,,Shibuya Ku          ,35.644540071934,139.70895253121853,Entire home/apt ,8929
9437825,Nishi-Ogikubo 1BR Box (SSH1BRBox) 5F                                                                          ,18776800,,Suginami Ku         ,35.70415363112948,139.5976820960641,Entire home/apt ,20214
9442462,Private Room for women                                                                                        ,46900709,Grapehouse Koenji                                     ,Nakano Ku           ,35.7102,139.64928,Private room    ,9857
